"","ts_code","symbol","name","area","industry","market","list_date"
"2594","600016.SH","600016","民生银行","北京","银行","主板","20001219"
"2595","600017.SH","600017","日照港","山东","港口","主板","20061017"
"2596","600018.SH","600018","上港集团","上海","港口","主板","20061026"
"2597","600019.SH","600019","宝钢股份","上海","普钢","主板","20001212"
"2598","600020.SH","600020","中原高速","河南","路桥","主板","20030808"
"2599","600021.SH","600021","上海电力","上海","火力发电","主板","20031029"
"2600","600022.SH","600022","山东钢铁","山东","普钢","主板","20040629"
"2601","600023.SH","600023","浙能电力","浙江","火力发电","主板","20131219"
"2602","600025.SH","600025","华能水电","云南","水力发电","主板","20171215"
"2603","600026.SH","600026","中远海能","上海","水运","主板","20020523"
"2604","600027.SH","600027","华电国际","山东","火力发电","主板","20050203"
"2605","600028.SH","600028","中国石化","北京","石油加工","主板","20010808"
"2606","600029.SH","600029","南方航空","广东","空运","主板","20030725"
"2607","600030.SH","600030","中信证券","深圳","证券","主板","20030106"
"2608","600031.SH","600031","三一重工","北京","工程机械","主板","20030703"
"2609","600032.SH","600032","浙江新能","浙江","新型电力","主板","20210525"
"2610","600033.SH","600033","福建高速","福建","路桥","主板","20010209"
"2611","600035.SH","600035","楚天高速","湖北","路桥","主板","20040310"
"2612","600036.SH","600036","招商银行","深圳","银行","主板","20020409"
"2613","600037.SH","600037","歌华有线","北京","影视音像","主板","20010208"
"2614","600038.SH","600038","中直股份","黑龙江","航空","主板","20001218"
"2615","600039.SH","600039","四川路桥","四川","建筑工程","主板","20030325"
"2616","600048.SH","600048","保利发展","广东","全国地产","主板","20060731"
"2617","600050.SH","600050","中国联通","北京","电信运营","主板","20021009"
"2618","600051.SH","600051","宁波联合","浙江","综合类","主板","19970410"
"2619","600052.SH","600052","浙江广厦","浙江","影视音像","主板","19970415"
"2620","600053.SH","600053","九鼎投资","江西","多元金融","主板","19970418"
"2621","600054.SH","600054","黄山旅游","安徽","旅游景点","主板","19970506"
"2622","600055.SH","600055","万东医疗","北京","医疗保健","主板","19970519"
"2623","600056.SH","600056","中国医药","北京","医药商业","主板","19970515"
"2624","600057.SH","600057","厦门象屿","福建","仓储物流","主板","19970604"
"2625","600058.SH","600058","五矿发展","北京","商贸代理","主板","19970528"
"2626","600059.SH","600059","古越龙山","浙江","红黄酒","主板","19970516"
"2627","600060.SH","600060","海信视像","山东","家用电器","主板","19970422"
"2628","600061.SH","600061","国投资本","上海","证券","主板","19970519"
"2629","600062.SH","600062","华润双鹤","北京","化学制药","主板","19970522"
"2630","600063.SH","600063","皖维高新","安徽","化纤","主板","19970528"
"2631","600064.SH","600064","南京高科","江苏","园区开发","主板","19970506"
"2632","600066.SH","600066","宇通客车","河南","汽车整车","主板","19970508"
"2633","600067.SH","600067","冠城大通","福建","全国地产","主板","19970508"
"2634","600070.SH","600070","浙江富润","浙江","互联网","主板","19970604"
"2635","600071.SH","600071","凤凰光学","江西","元器件","主板","19970528"
"2636","600072.SH","600072","中船科技","上海","船舶","主板","19970603"
"2637","600073.SH","600073","上海梅林","上海","食品","主板","19970704"
"2638","600075.SH","600075","新疆天业","新疆","化工原料","主板","19970617"
"2639","600076.SH","600076","康欣新材","山东","其他建材","主板","19970526"
"2640","600077.SH","600077","宋都股份","浙江","全国地产","主板","19970520"
"2641","600078.SH","600078","*ST澄星","江苏","化工原料","主板","19970627"
"2642","600079.SH","600079","人福医药","湖北","化学制药","主板","19970606"
"2643","600080.SH","600080","金花股份","陕西","中成药","主板","19970612"
"2644","600081.SH","600081","东风科技","上海","汽车配件","主板","19970703"
"2645","600082.SH","600082","海泰发展","天津","园区开发","主板","19970620"
"2646","600083.SH","600083","*ST博信","江苏","综合类","主板","19970606"
"2647","600084.SH","600084","*ST中葡","新疆","红黄酒","主板","19970711"
"2648","600085.SH","600085","同仁堂","北京","中成药","主板","19970625"
"2649","600088.SH","600088","中视传媒","上海","影视音像","主板","19970616"
"2650","600089.SH","600089","特变电工","新疆","电气设备","主板","19970618"
"2651","600090.SH","600090","*ST济堂","新疆","医药商业","主板","19970616"
"2652","600091.SH","600091","*ST明科","内蒙","化工原料","主板","19970704"
"2653","600093.SH","600093","*ST易见","云南","多元金融","主板","19970626"
"2654","600094.SH","600094","大名城","上海","区域地产","主板","19970703"
"2655","600095.SH","600095","湘财股份","黑龙江","证券","主板","19970708"
"2656","600096.SH","600096","云天化","云南","农药化肥","主板","19970709"
"2657","600097.SH","600097","开创国际","上海","渔业","主板","19970619"
"2658","600098.SH","600098","广州发展","广东","火力发电","主板","19970718"
"2659","600099.SH","600099","林海股份","江苏","汽车整车","主板","19970704"
"2660","600100.SH","600100","同方股份","北京","IT设备","主板","19970627"
"2661","600101.SH","600101","明星电力","四川","水力发电","主板","19970627"
"2662","600103.SH","600103","青山纸业","福建","造纸","主板","19970703"
"2663","600104.SH","600104","上汽集团","上海","汽车整车","主板","19971125"
"2664","600105.SH","600105","永鼎股份","江苏","通信设备","主板","19970929"
"2665","600106.SH","600106","重庆路桥","重庆","路桥","主板","19970618"
"2666","600107.SH","600107","美尔雅","湖北","服饰","主板","19971106"
"2667","600108.SH","600108","亚盛集团","甘肃","农业综合","主板","19970818"
"2668","600109.SH","600109","国金证券","四川","证券","主板","19970807"
"2669","600110.SH","600110","诺德股份","吉林","电气设备","主板","19971007"
"2670","600111.SH","600111","北方稀土","内蒙","小金属","主板","19970924"
"2671","600112.SH","600112","*ST天成","贵州","电气设备","主板","19971127"
"2672","600113.SH","600113","浙江东日","浙江","区域地产","主板","19971021"
"2673","600114.SH","600114","东睦股份","浙江","机械基件","主板","20040511"
"2674","600115.SH","600115","中国东航","上海","空运","主板","19971105"
"2675","600116.SH","600116","三峡水利","重庆","水力发电","主板","19970804"
"2676","600117.SH","600117","西宁特钢","青海","特种钢","主板","19971015"
"2677","600118.SH","600118","中国卫星","北京","航空","主板","19970908"
"2678","600119.SH","600119","长江投资","上海","仓储物流","主板","19980115"
"2679","600120.SH","600120","浙江东方","浙江","多元金融","主板","19971201"
"2680","600121.SH","600121","郑州煤电","河南","煤炭开采","主板","19980107"
"2681","600122.SH","600122","ST宏图","江苏","其他商业","主板","19980420"
"2682","600123.SH","600123","兰花科创","山西","煤炭开采","主板","19981217"
"2683","600125.SH","600125","铁龙物流","辽宁","铁路","主板","19980511"
"2684","600126.SH","600126","杭钢股份","浙江","普钢","主板","19980311"
"2685","600127.SH","600127","金健米业","湖南","农业综合","主板","19980506"
"2686","600128.SH","600128","弘业股份","江苏","商贸代理","主板","19970901"
"2687","600129.SH","600129","太极集团","重庆","中成药","主板","19971118"
"2688","600130.SH","600130","波导股份","浙江","通信设备","主板","20000706"
"2689","600131.SH","600131","国网信通","四川","通信设备","主板","19980402"
"2690","600132.SH","600132","重庆啤酒","重庆","啤酒","主板","19971030"
"2691","600133.SH","600133","东湖高新","湖北","园区开发","主板","19980212"
"2692","600135.SH","600135","乐凯胶片","河北","化工原料","主板","19980122"
"2693","600136.SH","600136","当代文体","湖北","影视音像","主板","19980303"
"2694","600137.SH","600137","浪莎股份","四川","服饰","主板","19980416"
"2695","600138.SH","600138","中青旅","北京","旅游服务","主板","19971203"
"2696","600139.SH","600139","ST西源","四川","综合类","主板","19980225"
"2697","600141.SH","600141","兴发集团","湖北","化工原料","主板","19990616"
"2698","600143.SH","600143","金发科技","广东","塑料","主板","20040623"
"2699","600145.SH","600145","*ST新亿","新疆","房产服务","主板","19990923"
"2700","600146.SH","600146","*ST环球","宁夏","服饰","主板","19990707"
"2701","600148.SH","600148","长春一东","吉林","汽车配件","主板","19980520"
"2702","600149.SH","600149","廊坊发展","河北","综合类","主板","19991014"
"2703","600150.SH","600150","中国船舶","上海","船舶","主板","19980520"
"2704","600151.SH","600151","航天机电","上海","汽车配件","主板","19980605"
"2705","600152.SH","600152","维科技术","浙江","电气设备","主板","19980609"
"2706","600153.SH","600153","建发股份","福建","商贸代理","主板","19980616"
"2707","600155.SH","600155","华创阳安","北京","证券","主板","19980918"
"2708","600156.SH","600156","华升股份","湖南","纺织","主板","19980527"
"2709","600157.SH","600157","永泰能源","山西","火力发电","主板","19980513"
"2710","600158.SH","600158","中体产业","天津","文教休闲","主板","19980327"
"2711","600159.SH","600159","大龙地产","北京","区域地产","主板","19980526"
"2712","600160.SH","600160","巨化股份","浙江","化工原料","主板","19980626"
"2713","600161.SH","600161","天坛生物","北京","生物制药","主板","19980616"
"2714","600162.SH","600162","香江控股","深圳","全国地产","主板","19980609"
"2715","600163.SH","600163","中闽能源","福建","新型电力","主板","19980602"
"2716","600165.SH","600165","新日恒力","宁夏","化工原料","主板","19980529"
"2717","600166.SH","600166","福田汽车","北京","汽车整车","主板","19980602"
"2718","600167.SH","600167","联美控股","辽宁","供气供热","主板","19990128"
"2719","600168.SH","600168","武汉控股","湖北","水务","主板","19980427"
"2720","600169.SH","600169","太原重工","山西","工程机械","主板","19980904"
"2721","600170.SH","600170","上海建工","上海","建筑工程","主板","19980623"
"2722","600171.SH","600171","上海贝岭","上海","半导体","主板","19980924"
"2723","600172.SH","600172","黄河旋风","河南","矿物制品","主板","19981126"
"2724","600173.SH","600173","卧龙地产","浙江","全国地产","主板","19990415"
"2725","600176.SH","600176","中国巨石","浙江","玻璃","主板","19990422"
"2726","600177.SH","600177","雅戈尔","浙江","服饰","主板","19981119"
"2727","600178.SH","600178","东安动力","黑龙江","汽车配件","主板","19981014"
"2728","600179.SH","600179","安通控股","黑龙江","仓储物流","主板","19981104"
"2729","600180.SH","600180","瑞茂通","山东","仓储物流","主板","19980703"
"2730","600182.SH","600182","SST佳通","黑龙江","汽车配件","主板","19990507"
"2731","600183.SH","600183","生益科技","广东","元器件","主板","19981028"
"2732","600184.SH","600184","光电股份","湖北","专用机械","主板","20031106"
"2733","600185.SH","600185","格力地产","广东","区域地产","主板","19990611"
"2734","600186.SH","600186","莲花健康","河南","食品","主板","19980825"
"2735","600187.SH","600187","国中水务","黑龙江","水务","主板","19981111"
"2736","600188.SH","600188","兖矿能源","山东","煤炭开采","主板","19980701"
"2737","600189.SH","600189","泉阳泉","吉林","软饮料","主板","19981007"
"2738","600190.SH","600190","锦州港","辽宁","港口","主板","19990609"
"2739","600191.SH","600191","*ST华资","内蒙","食品","主板","19981210"
"2740","600192.SH","600192","长城电工","甘肃","电气设备","主板","19981224"
"2741","600193.SH","600193","创兴资源","上海","装修装饰","主板","19990527"
"2742","600195.SH","600195","中牧股份","北京","农业综合","主板","19990107"
"2743","600196.SH","600196","复星医药","上海","化学制药","主板","19980807"
"2744","600197.SH","600197","伊力特","新疆","白酒","主板","19990916"
"2745","600198.SH","600198","*ST大唐","北京","通信设备","主板","19981021"
"2746","600199.SH","600199","金种子酒","安徽","白酒","主板","19980812"
"2747","600200.SH","600200","江苏吴中","江苏","化学制药","主板","19990401"
"2748","600201.SH","600201","生物股份","内蒙","农业综合","主板","19990115"
"2749","600202.SH","600202","哈空调","黑龙江","电气设备","主板","19990603"
"2750","600203.SH","600203","福日电子","福建","元器件","主板","19990514"
"2751","600206.SH","600206","有研新材","北京","半导体","主板","19990319"
"2752","600207.SH","600207","安彩高科","河南","供气供热","主板","19990714"
"2753","600208.SH","600208","新湖中宝","浙江","全国地产","主板","19990623"
"2754","600209.SH","600209","*ST罗顿","海南","装修装饰","主板","19990325"
"2755","600210.SH","600210","紫江企业","上海","广告包装","主板","19990824"
"2756","600211.SH","600211","西藏药业","西藏","中成药","主板","19990721"
"2757","600212.SH","600212","江泉实业","山东","综合类","主板","19990817"
"2758","600213.SH","600213","亚星客车","江苏","汽车整车","主板","19990831"
"2759","600215.SH","600215","派斯林","吉林","园区开发","主板","19990909"
"2760","600216.SH","600216","浙江医药","浙江","化学制药","主板","19991021"
"2761","600217.SH","600217","中再资环","陕西","环境保护","主板","19991216"
"2762","600218.SH","600218","全柴动力","安徽","农用机械","主板","19981203"
"2763","600219.SH","600219","南山铝业","山东","铝","主板","19991223"
"2764","600220.SH","600220","江苏阳光","江苏","纺织","主板","19990927"
"2765","600221.SH","600221","*ST海航","海南","空运","主板","19991125"
"2766","600222.SH","600222","太龙药业","河南","中成药","主板","19991105"
"2767","600223.SH","600223","鲁商发展","山东","区域地产","主板","20000113"
"2768","600225.SH","600225","*ST松江","天津","区域地产","主板","20000127"
"2769","600226.SH","600226","ST瀚叶","浙江","互联网","主板","19991116"
"2770","600227.SH","600227","圣济堂","贵州","化学制药","主板","20000221"
"2771","600228.SH","600228","返利科技","江西","互联网","主板","19990119"
"2772","600229.SH","600229","城市传媒","山东","出版业","主板","20000309"
"2773","600230.SH","600230","沧州大化","河北","农药化肥","主板","20000406"
"2774","600231.SH","600231","凌钢股份","辽宁","普钢","主板","20000511"
"2775","600232.SH","600232","金鹰股份","浙江","纺织","主板","20000602"
"2776","600233.SH","600233","圆通速递","辽宁","仓储物流","主板","20000608"
"2777","600234.SH","600234","科新发展","山西","综合类","主板","20000615"
"2778","600235.SH","600235","民丰特纸","浙江","造纸","主板","20000615"
"2779","600236.SH","600236","桂冠电力","广西","水力发电","主板","20000323"
"2780","600237.SH","600237","铜峰电子","安徽","元器件","主板","20000609"
"2781","600238.SH","600238","海南椰岛","海南","红黄酒","主板","20000120"
"2782","600239.SH","600239","*ST云城","云南","区域地产","主板","19991202"
"2783","600241.SH","600241","ST时万","辽宁","电气设备","主板","20001128"
"2784","600242.SH","600242","ST中昌","广东","软件服务","主板","20001207"
"2785","600243.SH","600243","青海华鼎","青海","机床制造","主板","20001120"
"2786","600246.SH","600246","万通发展","北京","区域地产","主板","20000922"
"2787","600248.SH","600248","陕西建工","陕西","建筑工程","主板","20000622"
"2788","600249.SH","600249","两面针","广西","日用化工","主板","20040130"
"2789","600250.SH","600250","南纺股份","江苏","商贸代理","主板","20010306"
"2790","600251.SH","600251","冠农股份","新疆","农业综合","主板","20030609"
"2791","600252.SH","600252","中恒集团","广西","中成药","主板","20001130"
"2792","600255.SH","600255","鑫科材料","安徽","铜","主板","20001122"
"2793","600256.SH","600256","广汇能源","新疆","石油开采","主板","20000526"
"2794","600257.SH","600257","大湖股份","湖南","渔业","主板","20000612"
"2795","600258.SH","600258","首旅酒店","北京","酒店餐饮","主板","20000601"
"2796","600259.SH","600259","广晟有色","海南","小金属","主板","20000525"
"2797","600260.SH","600260","ST凯乐","湖北","通信设备","主板","20000706"
"2798","600261.SH","600261","阳光照明","浙江","家用电器","主板","20000720"
"2799","600262.SH","600262","北方股份","内蒙","汽车整车","主板","20000630"
"2800","600265.SH","600265","*ST景谷","云南","林业","主板","20000825"
"2801","600266.SH","600266","城建发展","北京","区域地产","主板","19990203"
"2802","600267.SH","600267","海正药业","浙江","化学制药","主板","20000725"
"2803","600268.SH","600268","国电南自","江苏","电气设备","主板","19991118"
"2804","600269.SH","600269","赣粤高速","江西","路桥","主板","20000518"
"2805","600271.SH","600271","航天信息","北京","IT设备","主板","20030711"
"2806","600272.SH","600272","开开实业","上海","医药商业","主板","20010228"
"2807","600273.SH","600273","嘉化能源","浙江","化工原料","主板","20030627"
"2808","600275.SH","600275","*ST昌鱼","湖北","农业综合","主板","20000810"
"2809","600276.SH","600276","恒瑞医药","江苏","化学制药","主板","20001018"
"2810","600277.SH","600277","亿利洁能","内蒙","化工原料","主板","20000725"
"2811","600278.SH","600278","东方创业","上海","商贸代理","主板","20000712"
"2812","600279.SH","600279","重庆港","重庆","港口","主板","20000731"
"2813","600280.SH","600280","中央商场","江苏","百货","主板","20000926"
"2814","600281.SH","600281","华阳新材","山西","综合类","主板","20001109"
"2815","600282.SH","600282","南钢股份","江苏","普钢","主板","20000919"
"2816","600283.SH","600283","钱江水利","浙江","水务","主板","20001018"
"2817","600284.SH","600284","浦东建设","上海","建筑工程","主板","20040316"
"2818","600285.SH","600285","羚锐制药","河南","中成药","主板","20001018"
"2819","600287.SH","600287","江苏舜天","江苏","商贸代理","主板","20000901"
"2820","600288.SH","600288","大恒科技","北京","软件服务","主板","20001129"
"2821","600289.SH","600289","ST信通","黑龙江","软件服务","主板","20000720"
"2822","600290.SH","600290","ST华仪","浙江","电气设备","主板","20001106"
"2823","600291.SH","600291","*ST西水","内蒙","保险","主板","20000731"
"2824","600292.SH","600292","远达环保","重庆","环境保护","主板","20001101"
"2825","600293.SH","600293","三峡新材","湖北","玻璃","主板","20000919"
"2826","600295.SH","600295","鄂尔多斯","内蒙","特种钢","主板","20010426"
"2827","600297.SH","600297","广汇汽车","辽宁","汽车服务","主板","20001116"
"2828","600298.SH","600298","安琪酵母","湖北","食品","主板","20000818"
"2829","600299.SH","600299","安迪苏","北京","化学制药","主板","20000420"
"2830","600300.SH","600300","ST维维","江苏","软饮料","主板","20000630"
"2831","600301.SH","600301","*ST南化","广西","商贸代理","主板","20000712"
"2832","600302.SH","600302","标准股份","陕西","纺织机械","主板","20001213"
"2833","600303.SH","600303","曙光股份","辽宁","汽车整车","主板","20001226"
"2834","600305.SH","600305","恒顺醋业","江苏","食品","主板","20010206"
"2835","600306.SH","600306","*ST商城","辽宁","百货","主板","20001226"
"2836","600307.SH","600307","酒钢宏兴","甘肃","普钢","主板","20001220"
"2837","600308.SH","600308","华泰股份","山东","造纸","主板","20000928"
"2838","600309.SH","600309","万华化学","山东","化工原料","主板","20010105"
"2839","600310.SH","600310","桂东电力","广西","水力发电","主板","20010228"
"2840","600311.SH","600311","ST荣华","甘肃","黄金","主板","20010626"
"2841","600312.SH","600312","平高电气","河南","电气设备","主板","20010221"
"2842","600313.SH","600313","农发种业","北京","种植业","主板","20010119"
"2843","600315.SH","600315","上海家化","上海","日用化工","主板","20010315"
"2844","600316.SH","600316","洪都航空","江西","航空","主板","20001215"
"2845","600318.SH","600318","新力金融","安徽","多元金融","主板","20001208"
"2846","600319.SH","600319","*ST亚星","山东","化工原料","主板","20010326"
"2847","600320.SH","600320","振华重工","上海","工程机械","主板","20001221"
"2848","600321.SH","600321","正源股份","四川","其他建材","主板","20010524"
"2849","600322.SH","600322","天房发展","天津","区域地产","主板","20010910"
"2850","600323.SH","600323","瀚蓝环境","广东","环境保护","主板","20001225"
"2851","600325.SH","600325","华发股份","广东","区域地产","主板","20040225"
"2852","600326.SH","600326","西藏天路","西藏","水泥","主板","20010116"
"2853","600327.SH","600327","大东方","江苏","汽车服务","主板","20020625"
"2854","600328.SH","600328","中盐化工","内蒙","化工原料","主板","20001222"
"2855","600329.SH","600329","中新药业","天津","中成药","主板","20010606"
"2856","600330.SH","600330","天通股份","浙江","元器件","主板","20010118"
"2857","600331.SH","600331","宏达股份","四川","铅锌","主板","20011220"
"2858","600332.SH","600332","白云山","广东","中成药","主板","20010206"
"2859","600333.SH","600333","长春燃气","吉林","供气供热","主板","20001211"
"2860","600335.SH","600335","国机汽车","天津","汽车配件","主板","20010305"
"2861","600336.SH","600336","澳柯玛","山东","家用电器","主板","20001229"
"2862","600337.SH","600337","美克家居","新疆","家居用品","主板","20001127"
"2863","600338.SH","600338","西藏珠峰","西藏","铅锌","主板","20001227"
"2864","600339.SH","600339","中油工程","新疆","石油加工","主板","20001225"
"2865","600340.SH","600340","华夏幸福","河北","区域地产","主板","20031230"
"2866","600343.SH","600343","航天动力","陕西","航空","主板","20030408"
"2867","600345.SH","600345","长江通信","湖北","通信设备","主板","20001222"
"2868","600346.SH","600346","恒力石化","辽宁","化纤","主板","20010820"
"2869","600348.SH","600348","华阳股份","山西","煤炭开采","主板","20030821"
"2870","600350.SH","600350","山东高速","山东","路桥","主板","20020318"
"2871","600351.SH","600351","亚宝药业","山西","中成药","主板","20020926"
"2872","600352.SH","600352","浙江龙盛","浙江","染料涂料","主板","20030801"
"2873","600353.SH","600353","旭光电子","四川","元器件","主板","20021120"
"2874","600354.SH","600354","敦煌种业","甘肃","种植业","主板","20040115"
"2875","600355.SH","600355","精伦电子","湖北","元器件","主板","20020613"
"2876","600356.SH","600356","恒丰纸业","黑龙江","造纸","主板","20010419"
"2877","600358.SH","600358","国旅联合","江苏","旅游服务","主板","20000922"
"2878","600359.SH","600359","新农开发","新疆","农业综合","主板","19990429"
"2879","600360.SH","600360","华微电子","吉林","半导体","主板","20010316"
"2880","600361.SH","600361","华联综超","北京","超市连锁","主板","20011129"
"2881","600362.SH","600362","江西铜业","江西","铜","主板","20020111"
"2882","600363.SH","600363","联创光电","江西","元器件","主板","20010329"
"2883","600365.SH","600365","ST通葡","吉林","红黄酒","主板","20010115"
"2884","600366.SH","600366","宁波韵升","浙江","矿物制品","主板","20001030"
"2885","600367.SH","600367","红星发展","贵州","化工原料","主板","20010320"
"2886","600368.SH","600368","五洲交通","广西","路桥","主板","20001221"
"2887","600369.SH","600369","西南证券","重庆","证券","主板","20010109"
"2888","600370.SH","600370","三房巷","江苏","化工原料","主板","20030306"
"2889","600371.SH","600371","万向德农","黑龙江","种植业","主板","20020916"
"2890","600372.SH","600372","中航电子","北京","航空","主板","20010706"
"2891","600373.SH","600373","中文传媒","江西","出版业","主板","20020304"
"2892","600375.SH","600375","汉马科技","安徽","汽车整车","主板","20030401"
"2893","600376.SH","600376","首开股份","北京","区域地产","主板","20010312"
"2894","600377.SH","600377","宁沪高速","江苏","路桥","主板","20010116"
"2895","600378.SH","600378","昊华科技","四川","化工原料","主板","20010111"
"2896","600379.SH","600379","宝光股份","陕西","电气设备","主板","20020116"
"2897","600380.SH","600380","健康元","深圳","化学制药","主板","20010608"
"2898","600381.SH","600381","青海春天","青海","医疗保健","主板","20010508"
"2899","600382.SH","600382","*ST广珠","广东","商贸代理","主板","20010118"
"2900","600383.SH","600383","金地集团","深圳","全国地产","主板","20010412"
"2901","600385.SH","600385","*ST金泰","山东","化学制药","主板","20010723"
"2902","600386.SH","600386","北巴传媒","北京","汽车服务","主板","20010216"
"2903","600387.SH","600387","ST海越","浙江","石油贸易","主板","20040218"
"2904","600388.SH","600388","龙净环保","福建","环境保护","主板","20001229"
"2905","600389.SH","600389","江山股份","江苏","农药化肥","主板","20010110"
"2906","600390.SH","600390","五矿资本","湖南","多元金融","主板","20010115"
"2907","600391.SH","600391","航发科技","四川","航空","主板","20011212"
"2908","600392.SH","600392","盛和资源","四川","小金属","主板","20030529"
"2909","600393.SH","600393","ST粤泰","广东","全国地产","主板","20010319"
"2910","600395.SH","600395","盘江股份","贵州","煤炭开采","主板","20010531"
"2911","600396.SH","600396","金山股份","辽宁","火力发电","主板","20010328"
"2912","600397.SH","600397","安源煤业","江西","煤炭开采","主板","20020702"
"2913","600398.SH","600398","海澜之家","江苏","服饰","主板","20001228"
"2914","600399.SH","600399","抚顺特钢","辽宁","特种钢","主板","20001229"
"2915","600400.SH","600400","红豆股份","江苏","服饰","主板","20010108"
"2916","600403.SH","600403","ST大有","河南","煤炭开采","主板","20031009"
"2917","600405.SH","600405","动力源","北京","电气设备","主板","20040401"
"2918","600406.SH","600406","国电南瑞","江苏","电气设备","主板","20031016"
"2919","600408.SH","600408","ST安泰","山西","焦炭加工","主板","20030212"
"2920","600409.SH","600409","三友化工","河北","化工原料","主板","20030618"
"2921","600410.SH","600410","华胜天成","北京","软件服务","主板","20040427"
"2922","600415.SH","600415","小商品城","浙江","商品城","主板","20020509"
"2923","600416.SH","600416","湘电股份","湖南","电气设备","主板","20020718"
"2924","600418.SH","600418","江淮汽车","安徽","汽车整车","主板","20010824"
"2925","600419.SH","600419","天润乳业","新疆","乳制品","主板","20010628"
"2926","600420.SH","600420","国药现代","上海","化学制药","主板","20040616"
"2927","600421.SH","600421","华嵘控股","湖北","综合类","主板","20040607"
"2928","600422.SH","600422","昆药集团","云南","中成药","主板","20001206"
"2929","600423.SH","600423","柳化股份","广西","农药化肥","主板","20030717"
"2930","600425.SH","600425","青松建化","新疆","水泥","主板","20030724"
"2931","600426.SH","600426","华鲁恒升","山东","农药化肥","主板","20020620"
"2932","600428.SH","600428","中远海特","广东","水运","主板","20020418"
"2933","600429.SH","600429","三元股份","北京","乳制品","主板","20030915"
"2934","600433.SH","600433","冠豪高新","广东","造纸","主板","20030619"
"2935","600435.SH","600435","北方导航","北京","专用机械","主板","20030704"
"2936","600436.SH","600436","片仔癀","福建","中成药","主板","20030616"
"2937","600438.SH","600438","通威股份","四川","电气设备","主板","20040302"
"2938","600439.SH","600439","瑞贝卡","河南","服饰","主板","20030710"
"2939","600444.SH","600444","国机通用","安徽","专用机械","主板","20040219"
"2940","600446.SH","600446","金证股份","深圳","软件服务","主板","20031224"
"2941","600448.SH","600448","华纺股份","山东","纺织","主板","20010903"
"2942","600449.SH","600449","宁夏建材","宁夏","水泥","主板","20030829"
"2943","600452.SH","600452","涪陵电力","重庆","水力发电","主板","20040303"
"2944","600455.SH","600455","博通股份","陕西","文教休闲","主板","20040329"
"2945","600456.SH","600456","宝钛股份","陕西","小金属","主板","20020412"
"2946","600458.SH","600458","时代新材","湖南","塑料","主板","20021219"
"2947","600459.SH","600459","贵研铂业","云南","小金属","主板","20030516"
"2948","600460.SH","600460","士兰微","浙江","半导体","主板","20030311"
"2949","600461.SH","600461","洪城环境","江西","水务","主板","20040601"
"2950","600462.SH","600462","ST九有","湖北","广告包装","主板","20030903"
"2951","600463.SH","600463","空港股份","北京","园区开发","主板","20040318"
"2952","600466.SH","600466","蓝光发展","四川","区域地产","主板","20010212"
"2953","600467.SH","600467","好当家","山东","渔业","主板","20040405"
"2954","600468.SH","600468","百利电气","天津","电气设备","主板","20010615"
"2955","600469.SH","600469","风神股份","河南","汽车配件","主板","20031021"
"2956","600470.SH","600470","六国化工","安徽","农药化肥","主板","20040305"
"2957","600475.SH","600475","华光环能","江苏","环境保护","主板","20030721"
"2958","600476.SH","600476","湘邮科技","湖南","软件服务","主板","20031210"
"2959","600477.SH","600477","杭萧钢构","浙江","钢加工","主板","20031110"
"2960","600478.SH","600478","科力远","湖南","元器件","主板","20030918"
"2961","600479.SH","600479","千金药业","湖南","中成药","主板","20040312"
"2962","600480.SH","600480","凌云股份","河北","汽车配件","主板","20030815"
"2963","600481.SH","600481","双良节能","江苏","机械基件","主板","20030422"
"2964","600482.SH","600482","中国动力","河北","船舶","主板","20040714"
"2965","600483.SH","600483","福能股份","福建","火力发电","主板","20040531"
"2966","600486.SH","600486","扬农化工","江苏","农药化肥","主板","20020425"
"2967","600487.SH","600487","亨通光电","江苏","通信设备","主板","20030822"
"2968","600488.SH","600488","天药股份","天津","化学制药","主板","20010618"
"2969","600489.SH","600489","中金黄金","北京","黄金","主板","20030814"
"2970","600490.SH","600490","鹏欣资源","上海","铜","主板","20030626"
"2971","600491.SH","600491","龙元建设","浙江","建筑工程","主板","20040524"
"2972","600493.SH","600493","凤竹纺织","福建","纺织","主板","20040421"
"2973","600495.SH","600495","晋西车轴","山西","运输设备","主板","20040526"
"2974","600496.SH","600496","精工钢构","安徽","钢加工","主板","20020605"
"2975","600497.SH","600497","驰宏锌锗","云南","铅锌","主板","20040420"
"2976","600498.SH","600498","烽火通信","湖北","通信设备","主板","20010823"
"2977","600499.SH","600499","科达制造","广东","专用机械","主板","20021010"
"2978","600500.SH","600500","中化国际","上海","塑料","主板","20000301"
"2979","600501.SH","600501","航天晨光","江苏","汽车配件","主板","20010615"
"2980","600502.SH","600502","安徽建工","安徽","建筑工程","主板","20030415"
"2981","600503.SH","600503","华丽家族","上海","区域地产","主板","20020709"
"2982","600505.SH","600505","西昌电力","四川","水力发电","主板","20020530"
"2983","600506.SH","600506","*ST香梨","新疆","种植业","主板","20011226"
"2984","600507.SH","600507","方大特钢","江西","特种钢","主板","20030930"
"2985","600508.SH","600508","上海能源","上海","煤炭开采","主板","20010829"
"2986","600509.SH","600509","天富能源","新疆","火力发电","主板","20020228"
"2987","600510.SH","600510","黑牡丹","江苏","全国地产","主板","20020618"
"2988","600511.SH","600511","国药股份","北京","医药商业","主板","20021127"
"2989","600512.SH","600512","腾达建设","浙江","建筑工程","主板","20021226"
